"PROBEID" "SYMBOL" "ENTREZID"
"ILMN_10929" "UQCRC2" "7385"
"ILMN_10930" "PNMA2" "10687"
"ILMN_10931" "AQP6" "363"
"ILMN_10933" "YIF1B" "90522"
"ILMN_10934" "NEIL3" "55247"
"ILMN_10935" "MOAP1" "64112"
"ILMN_10936" "C3orf23" NA
"ILMN_10937" "LOC158830" NA
"ILMN_10938" "RPS14" "6208"
"ILMN_10939" "NRGN" "4900"
"ILMN_10940" "C11orf2" NA
"ILMN_10941" "TTN" "7273"
"ILMN_10942" "C20orf20" NA
"ILMN_10943" "FLJ23861" NA
"ILMN_10944" "PARK2" "5071"
"ILMN_10945" "MPZL1" "9019"
"ILMN_10946" "LY75" "4065"
"ILMN_10948" "SEL1L" "6400"
"ILMN_10949" "NLGN3" "54413"
"ILMN_10950" "TOMM70A" NA
"ILMN_10952" "INSRR" "3645"
"ILMN_10953" "TRIM3" "10612"
"ILMN_10954" "FGF20" "26281"
"ILMN_10956" "MGAT5B" "146664"
"ILMN_10957" "GALK2" "2585"
"ILMN_10959" "RNF19" NA
"ILMN_1096" "KRTAP19-5" "337972"
"ILMN_10960" "CREB3" "10488"
"ILMN_10961" "ABI3BP" "25890"
"ILMN_10963" "SRI" "6717"
"ILMN_10965" "RARRES1" "5918"
"ILMN_10966" "PEX19" "5824"
"ILMN_10967" "FTL" "2512"
"ILMN_10968" "FRMPD2" "143162"
"ILMN_10969" "CASP1" "834"
"ILMN_10970" "CST5" "1473"
"ILMN_10971" "M6PRBP1" NA
"ILMN_10972" "PDE1A" "5136"
"ILMN_10973" "DAZL" "1618"
"ILMN_10974" "CLEC3A" "10143"
"ILMN_10978" "NAG6" NA
"ILMN_10981" "HTRA1" "5654"
"ILMN_10983" "SPINK5" "11005"
"ILMN_10984" "OTUD7" NA
"ILMN_10985" "SPATS2" "65244"
"ILMN_10987" "MICA" "100507436"
"ILMN_10988" "CLDN3" "1365"
"ILMN_10989" "KCNIP2" "30819"
"ILMN_1099" "FLJ45910" NA
"ILMN_10990" "HIST1H1B" "3009"
"ILMN_10992" "QTRT1" "81890"
"ILMN_10993" "PPEF1" "5475"
"ILMN_10994" "KMO" "8564"
"ILMN_10995" "CEP72" "55722"
"ILMN_10996" "PLD3" "23646"
"ILMN_10997" "SLC16A8" "23539"
"ILMN_10998" "RHOBTB3" "22836"
"ILMN_10999" "IQCB1" "9657"
"ILMN_1100" "FLJ10925" NA
"ILMN_11000" "TSGA14" NA
"ILMN_11001" "C12orf5" NA
"ILMN_11003" "WHSC1L1" "54904"
"ILMN_11004" "PBX4" "80714"
"ILMN_11006" "LRP2" "4036"
"ILMN_11007" "TMEM111" NA
"ILMN_11008" "SUSD3" "203328"
"ILMN_11009" "RLTPR" NA
"ILMN_11010" "SNX7" "51375"
"ILMN_11012" "CLDN12" "9069"
"ILMN_11014" "ARRDC4" "91947"
"ILMN_11018" "HSP90AB2P" "391634"
"ILMN_11022" "NF1" "4763"
"ILMN_11023" "NIT2" "56954"
"ILMN_11025" "C7orf21" NA
"ILMN_11027" "C9orf150" NA
"ILMN_11028" "YWHAZ" "7534"
"ILMN_1103" "RP11-311P8.3" NA
"ILMN_11030" "ODF2L" "57489"
"ILMN_11032" "C9orf88" NA
"ILMN_11038" "FLJ25416" NA
"ILMN_11039" "TRIM9" "114088"
"ILMN_11040" "HIGD2A" "192286"
"ILMN_11041" "FLJ43826" NA
"ILMN_11043" "AMELX" "265"
"ILMN_11044" "FAM53A" "152877"
"ILMN_11045" "LOC90624" NA
"ILMN_11046" "CALML4" "91860"
"ILMN_11047" "EXOSC7" "23016"
"ILMN_11048" "C3orf23" NA
"ILMN_11049" "EXOSC2" "23404"
"ILMN_11050" "C3orf20" "84077"
"ILMN_11051" "AHSA1" "10598"
"ILMN_11052" "TTN" "7273"
"ILMN_11053" "RRM2B" "50484"
"ILMN_11054" "STAT1" "6772"
"ILMN_11056" "MPZL1" "9019"
"ILMN_11057" "RBM4" "5936"
"ILMN_11058" "GRM4" "2914"
"ILMN_11059" "CABIN1" "23523"
"ILMN_1106" "DOM3Z" NA
"ILMN_11060" "RPL10" "6134"
"ILMN_11061" "FZD1" "8321"
"ILMN_11062" "FARP2" "9855"
"ILMN_11063" "TANK" "10010"
"ILMN_11064" "ARHGEF17" "9828"
"ILMN_11065" "APIN" NA
"ILMN_11066" "PDLIM2" "64236"
"ILMN_11067" "PTTG1" "9232"
"ILMN_11068" "POLDIP3" "84271"
"ILMN_11069" "ENTPD8" "377841"
"ILMN_11070" "KCNT2" "343450"
"ILMN_11071" "XKR8" "55113"
"ILMN_11072" "PEF1" "553115"
"ILMN_11074" "PIAS2" "9063"
"ILMN_11076" "FRMPD2" "143162"
"ILMN_11078" "MADD" "8567"
"ILMN_11079" "ENTPD2" "954"
"ILMN_11080" "USP26" "83844"
"ILMN_11081" "ADAMTS1" "9510"
"ILMN_11082" "DHDDS" "79947"
"ILMN_11083" "MYO18A" "399687"
"ILMN_11085" "MT3" "4504"
"ILMN_11086" "ZNF452" NA
"ILMN_11087" "GNA14" "9630"
"ILMN_11088" "AKAP3" "10566"
"ILMN_11089" "AGRP" "181"
"ILMN_1109" "FLJ25369" NA
"ILMN_11090" "ZNF559" "84527"
"ILMN_11091" "LOC56901" NA
"ILMN_11092" "PPM2C" NA
"ILMN_11094" "JMJD2A" NA
"ILMN_11095" "CSNK1D" "1453"
"ILMN_11096" "SPOP" "8405"
"ILMN_11097" "DUSP4" "1846"
"ILMN_11099" "TBX6" "6911"
"ILMN_1110" "ADAMTS12" "81792"
"ILMN_11101" "CXCL6" "6372"
"ILMN_11103" "TMEM2" "23670"
"ILMN_11104" "DLGAP4" "22839"
"ILMN_11106" "KCNQ1DN" "55539"
"ILMN_11109" "C12orf23" NA
"ILMN_1111" "BTBD7" "55727"
"ILMN_11110" "NFKBIL2" NA
"ILMN_11112" "OSBPL10" "114884"
"ILMN_11113" "PPIL5" NA
"ILMN_11116" "CROP" NA
"ILMN_11118" "C8orf37" "157657"
"ILMN_1112" "ZC3H12B" "340554"
"ILMN_11121" "WDR23" NA
"ILMN_11123" "LEPREL1" NA
"ILMN_11126" "MGC4093" NA
"ILMN_11128" "KRTAP12-3" "386683"
"ILMN_1113" "C6orf205" NA
"ILMN_11130" "MAGEB6" "158809"
"ILMN_11132" "BC002942" NA
"ILMN_11136" "PTGER3" "5733"
"ILMN_11139" "GRWD1" "83743"
"ILMN_1114" "FLJ20397" NA
"ILMN_11141" "GRASP" "160622"
"ILMN_11142" "ITIH4" "3700"
"ILMN_11144" "FLJ20647" NA
"ILMN_11145" "C18orf37" NA
"ILMN_11148" "CPB1" "1360"
"ILMN_1115" "HOXD4" "3233"
"ILMN_11150" "KRTCAP2" "200185"
"ILMN_11153" "OR51E1" "143503"
"ILMN_11154" "FBXW11" "23291"
"ILMN_11155" "LOC401152" NA
"ILMN_11156" "FLJ40194" "124871"
"ILMN_11157" "C1orf164" NA
"ILMN_11158" "LOC90580" NA
"ILMN_1116" "C1QDC1" NA
"ILMN_11160" "PDE4DIP" "9659"
"ILMN_11161" "FLJ34443" NA
"ILMN_11162" "FSTL4" "23105"
"ILMN_11163" "FLJ36888" NA
"ILMN_11164" "HNRPCL1" NA
"ILMN_11167" "SEC24C" "9632"
"ILMN_11168" "CD99L2" "83692"
"ILMN_1117" "TMSL8" NA
"ILMN_11170" "PHACTR2" "9749"
"ILMN_11171" "MCM8" "84515"
"ILMN_11173" "TOE1" "114034"
"ILMN_11174" "HSPA9B" NA
"ILMN_11175" "BIRC4BP" NA
"ILMN_11176" "EPHB4" "2050"
"ILMN_11177" "PRNP" "5621"
"ILMN_11179" "PLXNC1" "10154"
"ILMN_1118" "FLJ33860" NA
"ILMN_11180" "ERBB4" "2066"
"ILMN_11181" "HRAS" "3265"
"ILMN_11182" "FGA" "2243"
"ILMN_11184" "IDE" "3416"
"ILMN_11185" "C4orf13" NA
"ILMN_11186" "CCNT2" "905"
"ILMN_11187" "CLTCL1" "8218"
"ILMN_11188" "HACE1" "57531"
"ILMN_1119" "RCV1" NA
"ILMN_11191" "SPESP1" "246777"
"ILMN_11192" "TRERF1" "55809"
"ILMN_11193" "KCNG3" "170850"
"ILMN_11194" "EPHA3" "2042"
"ILMN_11196" "TSSK2" "23617"
"ILMN_11197" "GLRX2" "51022"
"ILMN_11198" "MT2A" "4502"
"ILMN_11199" "GUCY1A2" "2977"
"ILMN_1120" "KAT3" NA
"ILMN_11200" "SRI" "6717"
"ILMN_11201" "ATP1A3" "478"
"ILMN_11202" "AMT" "275"
"ILMN_11203" "BCAS2" "10286"
"ILMN_11204" "PRKCH" "5583"
"ILMN_11205" "SNX19" "399979"
"ILMN_11207" "LIMS1" "3987"
"ILMN_11209" "AKAP12" "9590"
"ILMN_1121" "MGC12965" NA
"ILMN_11211" "TM9SF2" "9375"
"ILMN_11212" "CENTG1" NA
"ILMN_11213" "MPL" "4352"
"ILMN_11214" "PCTK1" NA
"ILMN_11215" "PNMT" "5409"
"ILMN_11216" "CYP8B1" "1582"
"ILMN_11218" "ABCA2" "20"
"ILMN_1122" "SFRS9" NA
"ILMN_11220" "DEFA3" "1668"
"ILMN_11221" "NPFF" "8620"
"ILMN_11222" "NIT1" "4817"
"ILMN_11223" "PPP1R3D" "5509"
"ILMN_11224" "TAGAP" "117289"
"ILMN_11225" "KCNS3" "3790"
"ILMN_11226" "TEX264" "51368"
"ILMN_11227" "UCK1" "83549"
"ILMN_11228" "KDELC1" "79070"
"ILMN_11229" "KIAA1683" "80726"
"ILMN_1123" "ATP5G1" "516"
"ILMN_11230" "RPL30" "6156"
"ILMN_11231" "TCBA1" NA
"ILMN_11232" "TLL2" "7093"
"ILMN_11233" "PIG38" NA
"ILMN_11234" "KCNK7" "10089"
"ILMN_11236" "PPIL5" NA
"ILMN_11237" "C14orf93" "60686"
"ILMN_1124" "FLJ30596" NA
"ILMN_11240" "RAB42" "115273"
"ILMN_11242" "RNF121" "55298"
"ILMN_11243" "FLJ20699" NA
"ILMN_11248" "MGC4825" NA
"ILMN_11251" "PTGER3" "5733"
"ILMN_11253" "MGC52423" NA
"ILMN_11255" "ATP8A2" "51761"
"ILMN_1126" "KCNQ1" "3784"
"ILMN_11263" "XCR1" "2829"
"ILMN_11264" "C10orf22" NA
"ILMN_11265" "DKFZp686I15217" NA
"ILMN_11266" "FLJ39575" NA
"ILMN_11267" "WDR31" "114987"
"ILMN_11268" "OR4L1" "122742"
"ILMN_11269" "CCT6B" "10693"
"ILMN_1127" "PLK1" "5347"
"ILMN_11270" "KRTAP10-2" "386679"
"ILMN_11272" "ORF1-FL49" NA
"ILMN_11273" "MS4A10" "341116"
"ILMN_11277" "ANKRD17" "26057"
"ILMN_11278" "CIAS1" NA
"ILMN_11280" "TNP1" "7141"
"ILMN_11281" "UBE1" NA
"ILMN_11282" "SEMA6A" "57556"
"ILMN_11283" "RNASEN" NA
"ILMN_11284" "RHAG" "6005"
"ILMN_11285" "TP53" "7157"
"ILMN_11286" "HTATIP" NA
"ILMN_11288" "LOC220686" NA
"ILMN_11289" "RBP1" "5947"
"ILMN_1129" "CHRNA5" "1138"
"ILMN_11290" "FCN1" "2219"
"ILMN_11291" "HAVCR1" "26762"
"ILMN_11292" "TTC1" "7265"
"ILMN_11293" "ACADS" "35"
"ILMN_11294" "ADAMTS3" "9508"
"ILMN_11296" "OPA3" "80207"
"ILMN_11298" "PDLIM2" "64236"
"ILMN_11299" "FASTK" "10922"
"ILMN_1130" "LOC400451" NA
"ILMN_11300" "GPIAP1" NA
"ILMN_11303" "MKNK2" "2872"
"ILMN_11305" "GPR61" "83873"
"ILMN_11306" "SFTPA1" "653509"
"ILMN_11307" "SORT1" "6272"
"ILMN_11309" "EDD1" NA
"ILMN_1131" "CCDC4" NA
"ILMN_11310" "BICD2" "23299"
"ILMN_11312" "SIX1" "6495"
"ILMN_11313" "CKS1B" "1163"
"ILMN_11317" "C4orf13" NA
"ILMN_11318" "RPS6KA2" "6196"
"ILMN_11319" "VPS52" "6293"
"ILMN_1132" "FLJ43339" NA
"ILMN_11321" "AGRP" "181"
"ILMN_11322" "CDK9" "1025"
"ILMN_11323" "FKSG14" NA
"ILMN_11325" "CCNA1" "8900"
"ILMN_11327" "SLC15A1" "6564"
"ILMN_11328" "MXI1" "4601"
"ILMN_11329" "TAF10" "6881"
"ILMN_1133" "MCM7" "4176"
"ILMN_11331" "PPP2R5A" "5525"
"ILMN_11333" "FRMPD1" "22844"
"ILMN_11334" "ATM" "472"
"ILMN_11335" "ACCN5" NA
"ILMN_11338" "LOC148898" NA
"ILMN_11339" "PCDHGA4" "56111"
"ILMN_1134" "P2RX1" "5023"
"ILMN_11340" "ELOVL6" "79071"
"ILMN_11341" "RPL31" "6160"
"ILMN_11342" "VEPH1" "79674"
"ILMN_11343" "PYDC1" "260434"
"ILMN_11344" "VPS16" "64601"
"ILMN_11345" "SIPA1L2" "57568"
"ILMN_11347" "PECR" "55825"
"ILMN_11348" "WDTC1" "23038"
"ILMN_11349" "HORMAD2" "150280"
"ILMN_11351" "MRPL37" "51253"
"ILMN_1136" "SMARCA3" NA
"ILMN_11360" "NOC3L" "64318"
"ILMN_11361" "C19orf28" NA
"ILMN_11362" "C8orf30A" NA
"ILMN_11366" "MME" "4311"
"ILMN_11368" "MFGE8" "4240"
"ILMN_1137" "COL4A6" "1288"
"ILMN_11370" "LOC493829" NA
"ILMN_11371" "CAST" "831"
"ILMN_11375" "CEECAM1" NA
"ILMN_11376" "SOS1" "6654"
"ILMN_1138" "LOC196752" NA
"ILMN_11384" "FLJ38663" NA
"ILMN_11386" "LOC400696" NA
"ILMN_11387" "OR8D1" "283159"
"ILMN_11388" "UNC5A" "90249"
"ILMN_11389" "CC2D1B" "200014"
"ILMN_1139" "ASPH" "444"
"ILMN_11390" "FLJ25422" NA
"ILMN_11392" "SOX21" "11166"
"ILMN_11393" "MANEAL" "149175"
"ILMN_11394" "ADAM11" "4185"
"ILMN_11395" "C6orf151" NA
"ILMN_11396" "PSORS1C2" "170680"
"ILMN_11397" "ARID1A" "8289"
"ILMN_11399" "MGEA5" "10724"
"ILMN_1140" "DCX" "1641"
"ILMN_11402" "STAR" "6770"
"ILMN_11403" "CDK5RAP3" "80279"
"ILMN_11405" "FLJ16360" NA
"ILMN_11407" "FADD" "8772"
"ILMN_11408" "F25965" NA
"ILMN_11409" "ZHX1" "11244"
"ILMN_1141" "CDC27" "996"
"ILMN_11410" "TPT1" "7178"
"ILMN_11411" "AFG3L1" NA
"ILMN_11413" "C4orf13" NA
"ILMN_11415" "CALB2" "794"
"ILMN_11416" "MGC52057" NA
"ILMN_11417" "TBK1" "29110"
"ILMN_11418" "GCM2" "9247"
"ILMN_11419" "GALNACT-2" NA
"ILMN_11423" "RGS3" "5998"
"ILMN_11425" "TMEM16H" NA
"ILMN_11426" "KRT1" "3848"
"ILMN_11427" "DBF4" "10926"
"ILMN_1143" "ZNF622" "90441"
"ILMN_11431" "NPPC" "4880"
"ILMN_11434" "TICAM1" "148022"
"ILMN_11435" "TFAP2C" "7022"
"ILMN_11436" "PRMT2" "3275"
"ILMN_11438" "CASP6" "839"
"ILMN_11439" "TRIM37" "4591"
"ILMN_1144" "KLK15" "55554"
"ILMN_11441" "TSPAN31" "6302"
"ILMN_11442" "ITGA3" "3675"
"ILMN_11443" "SRY" "6736"
"ILMN_11444" "SYNE1" "23345"
"ILMN_11446" "LARS2" "23395"
"ILMN_11447" "TNXB" "7148"
"ILMN_11448" "CYP4F8" "11283"
"ILMN_1145" "SYN1" "6853"
"ILMN_11450" "ZNF267" "10308"
"ILMN_11451" "WDR69" NA
"ILMN_11452" "PIP5K2B" NA
"ILMN_11453" "CACNG5" "27091"
"ILMN_11455" "DST" "667"
"ILMN_11456" "PDCD1" "5133"
"ILMN_11457" "ACVR1C" "130399"
"ILMN_11458" "ICT1" NA
"ILMN_1146" "PYCARD" "29108"
"ILMN_11460" "JRK" "8629"
"ILMN_11461" "PSMD5" "5711"
"ILMN_11462" "LRRC17" "10234"
"ILMN_11463" "STX1A" "6804"
"ILMN_11464" "VSIG8" "391123"
"ILMN_11465" "PCDH11X" "27328"
"ILMN_11466" "AAK1" "22848"
"ILMN_11468" "RAB25" "57111"
"ILMN_1147" "HYAL1" "3373"
"ILMN_11470" "PPP6C" "5537"
"ILMN_11471" "LOC148898" NA
"ILMN_11472" "TIGD6" "81789"
"ILMN_11473" "RPL32" "6161"
"ILMN_11474" "C3orf30" "152405"
"ILMN_11475" "SCAND1" "51282"
"ILMN_11476" "ZNF582" "147948"
"ILMN_11477" "ARL6IP6" "151188"
"ILMN_11479" "C14orf172" NA
"ILMN_11480" "HSA9761" NA
"ILMN_11481" "ARHGEF10" "9639"
"ILMN_11483" "CGREF1" "10669"
"ILMN_11485" "RAB7B" "338382"
"ILMN_1149" "MRPL11" "65003"
"ILMN_11490" "FAM77D" NA
"ILMN_11492" "XPO4" "64328"
"ILMN_11495" "GCNT3" "9245"
"ILMN_1150" "FANCB" "2187"
"ILMN_11502" "MRPL42" "28977"
"ILMN_11503" "CDC2" NA
"ILMN_11507" "LRRC18" "474354"
"ILMN_1151" "SH3BP2" "6452"
"ILMN_11512" "CDY1B" "253175"
"ILMN_11513" "SDPR" "8436"
"ILMN_11514" "FXYD4" "53828"
"ILMN_11516" "OR2J3" "442186"
"ILMN_11517" "LONRF3" "79836"
"ILMN_11519" "TTN" "7273"
"ILMN_1152" "G3BP" NA
"ILMN_11520" "TUB" "7275"
"ILMN_11522" "FBLN1" "2192"
"ILMN_11523" "TTC13" "79573"
"ILMN_11525" "APOE" "348"
"ILMN_11526" "HCN4" "10021"
"ILMN_11528" "PLA2G10" "8399"
"ILMN_11529" "ITGB1" "3688"
"ILMN_1153" "PLSCR3" "57048"
"ILMN_11531" "KCNK9" "51305"
"ILMN_11532" "C8orf61" NA
"ILMN_11534" "DAAM1" "23002"
"ILMN_11535" "LOC285989" NA
"ILMN_11536" "GPR50" "9248"
"ILMN_11538" "DDX11" "1663"
"ILMN_1154" "PKMYT1" "9088"
"ILMN_11540" "NEIL2" "252969"
"ILMN_11543" "XKR3" "150165"
"ILMN_11544" "NCDN" "23154"
"ILMN_11545" "AGER" "177"
"ILMN_11546" "FTH1" "2495"
"ILMN_11547" "MLSTD2" NA
"ILMN_11548" "COL1A1" "1277"
"ILMN_11549" "GRM8" "2918"
"ILMN_1155" "LUZP5" NA
"ILMN_11550" "MTUS1" "57509"
"ILMN_11551" "CERKL" "375298"
"ILMN_11552" "LARS" "51520"
"ILMN_11554" "GCC2" "9648"
"ILMN_11555" "TUSC4" NA
"ILMN_11556" "IDUA" "3425"
"ILMN_11557" "GCC2" "9648"
"ILMN_11559" "C4B" "721"
"ILMN_1156" "SSX2" "6757"
"ILMN_11560" "KLK6" "5653"
"ILMN_11561" "UBE2D3" "7323"
"ILMN_11562" "AYTL1" NA
"ILMN_11563" "FBXL20" "84961"
"ILMN_11565" "ZNF117" "51351"
"ILMN_11566" "MAOA" "4128"
"ILMN_11569" "CIDEB" "27141"
"ILMN_1157" "HSPH1" "10808"
"ILMN_11570" "TMEM22" NA
"ILMN_11572" "FAT2" "2196"
"ILMN_11573" "SECTM1" "6398"
"ILMN_11575" "FXR1" "8087"
"ILMN_11576" "PPP2R5E" "5529"
"ILMN_11577" "ST3GAL2" "6483"
"ILMN_11578" "TMOD4" "29765"
"ILMN_11579" "RDH8" "50700"
"ILMN_1158" "FOLH1" "2346"
"ILMN_11580" "TUBA8" "51807"
"ILMN_11581" "OPLAH" "26873"
"ILMN_11582" "NALP14" NA
"ILMN_11584" "LOC150383" NA
"ILMN_11585" "PCDHGA6" "56109"
"ILMN_11586" "SLCO5A1" "81796"
"ILMN_11588" "FLJ36874" NA
"ILMN_11589" "ZNF599" "148103"
"ILMN_1159" "BAI3" NA
"ILMN_11592" "ELOVL3" "83401"
"ILMN_11594" "C20orf103" NA
"ILMN_11595" "KLHL20" "27252"
"ILMN_11596" "ZNF135" "7694"
"ILMN_11597" "RIN3" "79890"
"ILMN_1160" "SCP2" "6342"
"ILMN_11604" "SESN3" "143686"
"ILMN_11605" "C14orf24" NA
"ILMN_1161" "MOG" "4340"
"ILMN_11610" "CCDC74A" "90557"
"ILMN_11611" "TNNI1" "7135"
"ILMN_11616" "RFC3" "5983"
"ILMN_11618" "ZNF142" "7701"
"ILMN_1162" "SGTA" "6449"
"ILMN_11622" "ALDH7A1" "501"
"ILMN_11625" "MANBAL" "63905"
"ILMN_11627" "OR8U9" "504190"
"ILMN_11628" "ZNF507" "22847"
"ILMN_1163" "DSCAM" "1826"
"ILMN_11630" "CLEC10A" "10462"
"ILMN_11631" "MTHFD2L" "441024"
"ILMN_11632" "FLJ14981" NA
"ILMN_11633" "OR5B21" "219968"
"ILMN_11634" "LONRF3" "79836"
"ILMN_11635" "OSBPL2" "9885"
"ILMN_11636" "BRMS1L" "84312"
"ILMN_11637" "FAM53C" "51307"
"ILMN_11638" "CHODL" "140578"
"ILMN_1164" "RARRES3" "5920"
"ILMN_11640" "SLC2A4RG" "56731"
"ILMN_11641" "OR2S2" "56656"
"ILMN_11642" "CBX3" "11335"
"ILMN_11643" "AMH" "268"
"ILMN_11644" "C16orf57" NA
"ILMN_11645" "CREG1" "8804"
"ILMN_11646" "DECR1" "1666"
"ILMN_11647" "BZRAP1" NA
"ILMN_11648" "HCTSL-s" NA
"ILMN_1165" "PTPRS" "5802"
"ILMN_11650" "C10orf7" NA
"ILMN_11651" "FBXW4" "6468"
"ILMN_11653" "CDH15" "1013"
"ILMN_11654" "TNFRSF12A" "51330"
"ILMN_11655" "RAMP2" "10266"
"ILMN_11656" "CDH7" "1005"
"ILMN_11657" "HPCAL1" "3241"
"ILMN_11658" "PLEKHG4" "25894"
"ILMN_11659" "PCLKC" NA
"ILMN_11660" "RDHE2" NA
"ILMN_11661" "LASS5" NA
"ILMN_11662" "ENPP5" "59084"
"ILMN_11664" "HPS5" "11234"
"ILMN_11665" "CRBN" "51185"
"ILMN_11666" "CCBP2" NA
"ILMN_11667" "CCNC" "892"
"ILMN_11668" "UBA2" "10054"
"ILMN_11669" "ENSA" "2029"
"ILMN_1167" "NDUFS4" "4724"
"ILMN_11670" "TRPM7" "54822"
"ILMN_11671" "RBMX" "27316"
"ILMN_11672" "EPRS" "2058"
"ILMN_11673" "LCE2D" "353141"
"ILMN_11674" "CASP6" "839"
"ILMN_11675" "RECQL5" "9400"
"ILMN_11676" "PGAP1" "80055"
"ILMN_11678" "NTS" "4922"
"ILMN_11679" "DUSP13" "51207"
"ILMN_1168" "HRH1" "3269"
"ILMN_11680" "GUCY1A3" "2982"
"ILMN_11681" "PPP1R1B" "84152"
"ILMN_11682" "TSC22D1" "8848"
"ILMN_11683" "FRG1" "2483"
"ILMN_11684" "IBSP" "3381"
"ILMN_11685" "SNRPN" "6638"
"ILMN_11686" "TNFAIP6" "7130"
"ILMN_11687" "DEPDC2" NA
"ILMN_11688" "AGL" "178"
"ILMN_11689" "TUBB2B" "347733"
"ILMN_1169" "NEUROD1" "4760"
"ILMN_11691" "LOC283755" NA
"ILMN_11692" "U2AF1" "7307"
"ILMN_11693" "LOX" "4015"
"ILMN_11696" "GPC4" "2239"
"ILMN_11697" "RTCD1" NA
"ILMN_11698" "QARS" "5859"
"ILMN_11699" "SLC5A3" "6526"
"ILMN_1170" "ZNF333" "84449"
"ILMN_11700" "KCNE1L" NA
"ILMN_11701" "ABT1" "29777"
"ILMN_11702" "ANKRD26" "22852"
"ILMN_11703" "WDR42A" NA
"ILMN_11704" "GALNT7" "51809"
"ILMN_11705" "ZNF695" "57116"
"ILMN_11706" "SLITRK3" "22865"
"ILMN_11707" "ASB1" "51665"
"ILMN_11709" "PCDHGA7" "56108"
"ILMN_11710" "RTP3" "83597"
"ILMN_11711" "ZNF306" NA
"ILMN_11712" "RPL32" "6161"
"ILMN_11713" "C9orf76" NA
"ILMN_11714" "PSMAL" NA
"ILMN_11715" "PAPD5" "64282"
"ILMN_11716" "SCAND2" NA
"ILMN_11717" "ZNF558" "148156"
"ILMN_11718" "RNASE8" "122665"
"ILMN_1172" "MIP" "4284"
"ILMN_11720" "FAM71B" "153745"
"ILMN_11721" "ZNF583" "147949"
"ILMN_11722" "MGC52110" NA
"ILMN_11723" "ATP10D" "57205"
"ILMN_11724" "GULP1" "51454"
"ILMN_11726" "DVL3" "1857"
"ILMN_1173" "AGL" "178"
"ILMN_11736" "FST" "10468"
"ILMN_11738" "KRTAP23-1" "337963"
"ILMN_11739" "IRF1" "3659"
"ILMN_1174" "TRAPPC6A" "79090"
"ILMN_11748" "ARRDC1" "92714"
"ILMN_11749" "WDR19" "57728"
"ILMN_1175" "NR3C2" "4306"
"ILMN_11752" "NEK10" "152110"
"ILMN_11753" "NUP205" "23165"
"ILMN_11754" "CBFA2T3" "863"
"ILMN_11755" "LOC388915" NA
"ILMN_11756" "ASPHD1" "253982"
"ILMN_11757" "PSEN1" "5663"
"ILMN_11758" "SLC12A8" "84561"
"ILMN_11759" "POLR3B" "55703"
"ILMN_11760" "ZNF272" NA
"ILMN_11761" "CD22" "933"
"ILMN_11764" "MGC62100" NA
"ILMN_11766" "RARB" "5915"
"ILMN_11767" "RUNX2" "860"
"ILMN_11769" "CTNS" "1497"
"ILMN_1177" "SERP1" "27230"
"ILMN_11770" "GPT" "2875"
"ILMN_11771" "PELI1" "57162"
"ILMN_11772" "PACRG" "135138"
"ILMN_11773" "NXF1" "10482"
"ILMN_11774" "CENPJ" "55835"
"ILMN_11775" "STMN1" "3925"
"ILMN_11776" "PKM2" NA
"ILMN_11777" "NUDT11" "55190"
"ILMN_1178" "MESDC2" "23184"
"ILMN_11780" "ACYP1" "97"
"ILMN_11782" "IFNG" "3458"
"ILMN_11783" "DSU" NA
"ILMN_11784" "PKP4" "8502"
"ILMN_11785" "AQP8" "343"
"ILMN_11787" "GNA12" "2768"
"ILMN_11788" "TFR2" "7036"
"ILMN_11789" "CDH11" "1009"
"ILMN_1179" "DCN" "1634"
"ILMN_11790" "AHNAK" "79026"
"ILMN_11792" "ACTR3" "10096"
"ILMN_11793" "NUP153" "9972"
"ILMN_11794" "CIB1" "10519"
"ILMN_11795" "PSMB8" "5696"
"ILMN_11796" "SEMG2" "6407"
"ILMN_11799" "TSR1" "55720"
"ILMN_11800" "TA-PP2C" NA
"ILMN_11802" "KIF23" "9493"
"ILMN_11803" "BLVRB" "645"
"ILMN_11804" "FOXF1" "2294"
"ILMN_11805" "ZFP37" "7539"
"ILMN_11806" "NXPH2" "11249"
"ILMN_11807" "KCNG2" "26251"
"ILMN_11809" "KIAA1754L" NA
"ILMN_1181" "OR1E1" "8387"
"ILMN_11810" "PCDHGA8" "9708"
"ILMN_11811" "C19orf12" "83636"
"ILMN_11812" "TRIM56" "81844"
"ILMN_11813" "CXXC4" "80319"
"ILMN_11815" "KRTAP2-4" "85294"
"ILMN_11816" "SCAND2" NA
"ILMN_11817" "ZNF570" "148268"
"ILMN_11818" "CSTL1" "128817"
"ILMN_1182" "KRTHA3A" NA
"ILMN_11820" "SLC30A6" "55676"
"ILMN_11821" "RAET1L" "154064"
"ILMN_11822" "C19orf23" NA
"ILMN_11823" "ZNF271" NA
"ILMN_11824" "ADAMTS18" "170692"
"ILMN_11825" "ZNF155" "7711"
"ILMN_11826" "FRMD3" "257019"
"ILMN_1183" "H2AFY" "9555"
"ILMN_11830" "DKFZP434B0335" NA
"ILMN_11837" "TTLL12" "23170"
"ILMN_1184" "ARHGAP6" "395"
"ILMN_11841" "RASSF1" "11186"
"ILMN_11844" "FANCD2" "2177"
"ILMN_11845" "MAPK3" "5595"
"ILMN_11846" "RFC3" "5983"
"ILMN_1185" "PCOLN3" NA
