"PROBEID" "SYMBOL" "ENTREZID"
"ILMN_6260" "APBB1" "322"
"ILMN_6261" "NFX1" "4799"
"ILMN_6262" "CBX1" "10951"
"ILMN_6263" "CRY1" "1407"
"ILMN_6266" "CPNE1" "8904"
"ILMN_6269" "SLC17A7" "57030"
"ILMN_627" "ANXA13" "312"
"ILMN_6270" "TRIM45" "80263"
"ILMN_6271" "FUT4" "2526"
"ILMN_6272" "DUSP23" "54935"
"ILMN_6273" "MGLL" "11343"
"ILMN_6274" "AXIN1" "8312"
"ILMN_6275" "PSIP1" "11168"
"ILMN_6278" "EDA" "1896"
"ILMN_6279" "C17orf46" NA
"ILMN_628" "MXRA7" "439921"
"ILMN_6280" "RRH" "10692"
"ILMN_6281" "SPRY1" "10252"
"ILMN_6282" "UBE2D3" "7323"
"ILMN_6283" "FLVCR" NA
"ILMN_6284" "LIMK2" "3985"
"ILMN_6285" "HMGA1" "3159"
"ILMN_6286" "LHX5" "64211"
"ILMN_6288" "HSD11B2" "3291"
"ILMN_6289" "ERBB3" "2065"
"ILMN_629" "MAGEB10" "139422"
"ILMN_6290" "AGPAT6" NA
"ILMN_6291" "PPFIBP1" "8496"
"ILMN_6292" "NDUFA3" "4696"
"ILMN_6293" "MRPS31" "10240"
"ILMN_6294" "UPK2" "7379"
"ILMN_6296" "ACN9" NA
"ILMN_6297" "C10orf33" NA
"ILMN_630" "SAA4" "6291"
"ILMN_6300" "BTBD9" "114781"
"ILMN_6301" "NDUFB7" "4713"
"ILMN_6302" "C14orf156" NA
"ILMN_6304" "FGD3" "89846"
"ILMN_6305" "ZFP106" NA
"ILMN_6307" "SAMD8" "142891"
"ILMN_6309" "SPATA5" "166378"
"ILMN_631" "ZSWIM1" "90204"
"ILMN_6310" "TTC14" "151613"
"ILMN_6311" "DDX51" "317781"
"ILMN_6312" "TPTE" "7179"
"ILMN_6313" "KRTAP11-1" "337880"
"ILMN_6314" "ZNF482" NA
"ILMN_6315" "C1orf25" NA
"ILMN_6323" "FKSG24" NA
"ILMN_6326" "ORC5L" NA
"ILMN_6329" "PRKAR2B" "5577"
"ILMN_633" "DGUOK" "1716"
"ILMN_6331" "LOC400120" NA
"ILMN_6334" "TTC6" "319089"
"ILMN_6336" "ALKBH6" "84964"
"ILMN_6339" "SPOCD1" "90853"
"ILMN_634" "PAX6" "5080"
"ILMN_6340" "FLJ35409" NA
"ILMN_6341" "NARG2" NA
"ILMN_6342" "C9orf42" NA
"ILMN_6344" "KCTD3" "51133"
"ILMN_6345" "PRLH" "51052"
"ILMN_6347" "OR8G5" "219865"
"ILMN_6348" "UPF3B" "65109"
"ILMN_6349" "LOC283130" NA
"ILMN_635" "KRTHB1" NA
"ILMN_6350" "WDR37" "22884"
"ILMN_6353" "SDHD" "6392"
"ILMN_6355" "PTPLAD2" NA
"ILMN_6356" "ZNF454" "285676"
"ILMN_6357" "MAGEA4" "4103"
"ILMN_6359" "SCGB1D4" "404552"
"ILMN_636" "PLEKHN1" "84069"
"ILMN_6360" "TPBG" "7162"
"ILMN_6361" "DPP7" "29952"
"ILMN_6362" "CRH" "1392"
"ILMN_6363" "ZNF84" "7637"
"ILMN_6366" "LOC474170" NA
"ILMN_6368" "KCNH1" "3756"
"ILMN_6369" "GABRR1" "2569"
"ILMN_6370" "PAX7" "5081"
"ILMN_6371" "TAF1" "6872"
"ILMN_6372" "KIAA1161" "57462"
"ILMN_6373" "PLVAP" "83483"
"ILMN_6374" "DEGS1" "8560"
"ILMN_6378" "LRRK1" "79705"
"ILMN_6379" "DKFZp762I137" NA
"ILMN_638" "ProSAPiP1" NA
"ILMN_6381" "CDH5" "1003"
"ILMN_6382" "MAP3K4" "4216"
"ILMN_6383" "ETFB" "2109"
"ILMN_6384" "GPR128" NA
"ILMN_6386" "ACF" "387569"
"ILMN_6387" "GATA3" "2625"
"ILMN_6388" "PRPF3" "9129"
"ILMN_6389" "ZCSL2" NA
"ILMN_639" "MAPK8" "5599"
"ILMN_6390" "ALDH3A1" "218"
"ILMN_6391" "FLNC" "2318"
"ILMN_6392" "MTM" NA
"ILMN_6393" "NRXN3" "9369"
"ILMN_6394" "IL1R2" "7850"
"ILMN_6395" "PRPH" "5630"
"ILMN_6396" "GUCY2C" "2984"
"ILMN_6397" "COLEC10" "10584"
"ILMN_6398" "UBE2C" "11065"
"ILMN_6399" "TAF5L" "27097"
"ILMN_640" "ZBTB12" "221527"
"ILMN_6400" "GPSM2" "29899"
"ILMN_6403" "CFHR1" "3078"
"ILMN_6404" "SIN3B" "23309"
"ILMN_6405" "REC8L1" NA
"ILMN_6406" "WDR3" "10885"
"ILMN_6407" "MAP3K14" "9020"
"ILMN_6408" "KIAA0125" NA
"ILMN_641" "C1QTNF3" "114899"
"ILMN_6410" "C7orf36" NA
"ILMN_6411" "DMRTC1" "63947"
"ILMN_6412" "RBM24" "221662"
"ILMN_6413" "TMEM27" "57393"
"ILMN_6414" "PITPNM3" "83394"
"ILMN_6415" "EPS8L2" "64787"
"ILMN_6416" "LSG1" "55341"
"ILMN_6417" "ZNF628" "89887"
"ILMN_6419" "COX6C" "1345"
"ILMN_6420" "ZFYVE1" "53349"
"ILMN_6422" "ZNF483" "158399"
"ILMN_6423" "OTOP2" "92736"
"ILMN_6429" "EML5" "161436"
"ILMN_643" "LOC348262" NA
"ILMN_6435" "AKR1B10" "57016"
"ILMN_6436" "ECT2" "1894"
"ILMN_6438" "TRMT1" "55621"
"ILMN_6441" "TMEM24" NA
"ILMN_6443" "KIAA1840" NA
"ILMN_6449" "FBLN2" "2199"
"ILMN_645" "MEN1" "4221"
"ILMN_6451" "MGC40579" NA
"ILMN_6452" "FLJ44005" NA
"ILMN_6454" "GPSN2" NA
"ILMN_6455" "EDF1" "8721"
"ILMN_6457" "GALNT10" "55568"
"ILMN_6459" "OR8H1" "219469"
"ILMN_646" "SKIV2L" "6499"
"ILMN_6460" "PLD3" "23646"
"ILMN_6461" "PSMA8" "143471"
"ILMN_6463" "CRSP2" NA
"ILMN_6464" "EDN3" "1908"
"ILMN_6465" "NDUFS3" "4722"
"ILMN_6466" "MAGEC3" "139081"
"ILMN_6467" "TPK1" "27010"
"ILMN_6468" "ATF3" "467"
"ILMN_6469" "IL6" "3569"
"ILMN_647" "HEXB" "3074"
"ILMN_6470" "CEP55" "55165"
"ILMN_6471" "LSR" "51599"
"ILMN_6472" "MIDN" "90007"
"ILMN_6473" "AKT2" "208"
"ILMN_6474" "FLJ45224" NA
"ILMN_6475" "NACAL" NA
"ILMN_6477" "CYFIP1" "23191"
"ILMN_6479" "PRR5" "55615"
"ILMN_648" "AMZ2" "51321"
"ILMN_6480" "NTSR2" "23620"
"ILMN_6482" "TNIK" "23043"
"ILMN_6483" "BMP1" "649"
"ILMN_6484" "AVPR1B" "553"
"ILMN_6485" "SLC7A10" "56301"
"ILMN_6486" "ZNF76" "7629"
"ILMN_6487" "BBS7" "55212"
"ILMN_6488" "ZNF278" NA
"ILMN_649" "TRPV4" "59341"
"ILMN_6490" "ATF5" "22809"
"ILMN_6491" "OPRL1" "4987"
"ILMN_6492" "GALK2" "2585"
"ILMN_6494" "ITGB3BP" "23421"
"ILMN_6495" "TNFRSF11B" "4982"
"ILMN_6496" "GPR133" NA
"ILMN_6497" "ITGA5" "3678"
"ILMN_6498" "ASCL4" "121549"
"ILMN_6499" "MGLL" "11343"
"ILMN_650" "LRP5L" "91355"
"ILMN_6500" "SP140" "11262"
"ILMN_6501" "PTPRC" "5788"
"ILMN_6502" "TFF3" "7033"
"ILMN_6503" "TRIM36" "55521"
"ILMN_6504" "PPL" "5493"
"ILMN_6505" "TNNI2" "7136"
"ILMN_6506" "C17orf48" NA
"ILMN_6507" "ATP2A3" "489"
"ILMN_6509" "SCGB1D2" "10647"
"ILMN_651" "LOC200810" NA
"ILMN_6510" "QPCT" "25797"
"ILMN_6511" "E2F4" "1874"
"ILMN_6512" "FCMD" NA
"ILMN_6513" "KLHDC8B" "200942"
"ILMN_6516" "PXK" "54899"
"ILMN_6517" "HIVEP1" "3096"
"ILMN_6518" "NDUFB10" "4716"
"ILMN_6519" "PPP4R1" "9989"
"ILMN_652" "SLC22A18AS" "5003"
"ILMN_6520" "ZNF544" "27300"
"ILMN_6521" "ZBTB24" "9841"
"ILMN_6522" "IRF2BP1" "26145"
"ILMN_6523" "RBM21" NA
"ILMN_6524" "AXUD1" NA
"ILMN_6526" "RNF182" "221687"
"ILMN_6527" "SSX5" "6758"
"ILMN_6528" "RAB31" "11031"
"ILMN_6529" "KRT19" "3880"
"ILMN_653" "DSG2" "1829"
"ILMN_6530" "C1orf24" NA
"ILMN_6531" "VPS16" "64601"
"ILMN_6533" "TAAR6" "319100"
"ILMN_6534" "THSD1" "55901"
"ILMN_6535" "LOC339344" NA
"ILMN_6536" "ZNF92" "168374"
"ILMN_654" "UBQLN2" "29978"
"ILMN_6541" "LW-1" NA
"ILMN_6545" "CLEC2B" "9976"
"ILMN_6548" "COLEC11" "78989"
"ILMN_655" "TPPP" "11076"
"ILMN_6550" "C10orf47" NA
"ILMN_6553" "SLC4A3" "6508"
"ILMN_6558" "GPR158" "57512"
"ILMN_656" "SLC13A2" "9058"
"ILMN_6560" "DEC1" "50514"
"ILMN_6562" "ANKRD13B" "124930"
"ILMN_6563" "CEBPD" "1052"
"ILMN_6565" "TETRAN" NA
"ILMN_6566" "GALNTL4" NA
"ILMN_657" "C4orf18" NA
"ILMN_6570" "FLJ13576" NA
"ILMN_6572" "MGC26885" NA
"ILMN_6573" "OR5B2" "390190"
"ILMN_6575" "FLJ14503" NA
"ILMN_6576" "MAN2A2" "4122"
"ILMN_6577" "PGBD4" "161779"
"ILMN_6578" "OR10G7" "390265"
"ILMN_658" "TNFSF8" "944"
"ILMN_6581" "WDR33" "55339"
"ILMN_6584" "OR8H2" "390151"
"ILMN_6585" "CCPG1" "9236"
"ILMN_6586" "KIAA2022" "340533"
"ILMN_6588" "ACTA2" "59"
"ILMN_6589" "KRTAP26-1" "388818"
"ILMN_659" "HYOU1" "10525"
"ILMN_6591" "COL18A1" "80781"
"ILMN_6592" "MRE11A" "4361"
"ILMN_6593" "FOXI1" "2299"
"ILMN_6594" "FRRS1" "391059"
"ILMN_6595" "DUT" "1854"
"ILMN_6597" "PCSK5" "5125"
"ILMN_6598" "EFCAB3" "146779"
"ILMN_6599" "HTR1B" "3351"
"ILMN_660" "BMP1" "649"
"ILMN_6600" "C3orf21" NA
"ILMN_6601" "NEK3" "4752"
"ILMN_6602" "BNIP1" "662"
"ILMN_6603" "LIMA1" "51474"
"ILMN_6604" "DCUN1D3" "123879"
"ILMN_6605" "ARF3" "377"
"ILMN_6606" "CA4" "762"
"ILMN_6607" "DGAT1" "8694"
"ILMN_6608" "ITPKA" "3706"
"ILMN_6609" "FGF13" "2258"
"ILMN_661" "USP52" NA
"ILMN_6610" "PSMD9" "5715"
"ILMN_6614" "ACCN1" NA
"ILMN_6615" "TLR10" "81793"
"ILMN_6617" "CAPNS1" "826"
"ILMN_6618" "SAPS3" NA
"ILMN_6619" "LHX3" "8022"
"ILMN_662" "OSBPL1A" "114876"
"ILMN_6621" "PAPSS1" "9061"
"ILMN_6622" "PTGER2" "5732"
"ILMN_6623" "HSPA1A" "3303"
"ILMN_6626" "EIF4EBP1" "1978"
"ILMN_6628" "UBE2C" "11065"
"ILMN_6629" "AQP10" "89872"
"ILMN_663" "SPZ1" "84654"
"ILMN_6630" "RAI1" "10743"
"ILMN_6631" "HECW1" "23072"
"ILMN_6633" "TMEM92" "162461"
"ILMN_6635" "ARNTL" "406"
"ILMN_6636" "ZHX3" "23051"
"ILMN_6637" "SS18" "6760"
"ILMN_6639" "ATP5D" "513"
"ILMN_6640" "KCNJ2" "3759"
"ILMN_6641" "IL6R" "3570"
"ILMN_6642" "BIRC4" NA
"ILMN_6643" "LAMB4" "22798"
"ILMN_6644" "C6orf62" "81688"
"ILMN_6645" "HK3" "3101"
"ILMN_6646" "INPP5B" "3633"
"ILMN_6649" "ZNF654" "55279"
"ILMN_665" "WBP4" "11193"
"ILMN_6650" "KCR1" NA
"ILMN_6651" "C1orf80" NA
"ILMN_6653" "MCOLN1" "57192"
"ILMN_6654" "DISP2" "85455"
"ILMN_6656" "VPS16" "64601"
"ILMN_6658" "PTRH2" "51651"
"ILMN_6659" "NINJ2" "4815"
"ILMN_666" "HRH2" "3274"
"ILMN_6660" "SLC9A11" NA
"ILMN_6661" "OLIG3" "167826"
"ILMN_6662" "TRIM50A" NA
"ILMN_6664" "TAS2R49" NA
"ILMN_6666" "BTNL3" "10917"
"ILMN_6668" "TTC4" "7268"
"ILMN_667" "LGALS9" "3965"
"ILMN_6671" "ZBTB40" "9923"
"ILMN_6674" "LRRC61" "65999"
"ILMN_6676" "SNIP" NA
"ILMN_668" "POU3F1" "5453"
"ILMN_6680" "RAB11A" "8766"
"ILMN_6683" "EXOC6" "54536"
"ILMN_6684" "LMBRD1" "55788"
"ILMN_6685" "NCL" "4691"
"ILMN_6687" "IL17RB" "55540"
"ILMN_6690" "TEX9" "374618"
"ILMN_6691" "TYRO3" "7301"
"ILMN_6695" "FLJ20298" NA
"ILMN_6697" "OR5H15" "403274"
"ILMN_6698" "OR51B5" "282763"
"ILMN_6699" "SLC25A34" "284723"
"ILMN_670" "TXNDC10" NA
"ILMN_6700" "RBMY1E" "378950"
"ILMN_6702" "LOC283514" NA
"ILMN_6703" "DMRT1" "1761"
"ILMN_6704" "WDR33" "55339"
"ILMN_6705" "PLA2G4B" "100137049"
"ILMN_6706" "LOC347487" NA
"ILMN_6708" "OR8H3" "390152"
"ILMN_6709" "RHOT1" "55288"
"ILMN_671" "PRKAG2" "51422"
"ILMN_6710" "FLJ30834" NA
"ILMN_6711" "KLHDC3" "116138"
"ILMN_6712" "MEP1A" "4224"
"ILMN_6713" "DYNLRB1" "83658"
"ILMN_6714" "RASGRP4" "115727"
"ILMN_6716" "FURIN" "5045"
"ILMN_6717" "STT3B" "201595"
"ILMN_6718" "MRE11A" "4361"
"ILMN_6719" "NR3C1" "2908"
"ILMN_672" "ADCYAP1R1" "117"
"ILMN_6720" "IL16" "3603"
"ILMN_6721" "C3orf47" NA
"ILMN_6723" "FCN3" "8547"
"ILMN_6725" "RWDD4A" NA
"ILMN_6726" "MGC99813" NA
"ILMN_6728" "FOXC2" "2303"
"ILMN_6729" "TCAP" "8557"
"ILMN_673" "PDE8A" "5151"
"ILMN_6730" "TNIP2" "79155"
"ILMN_6731" "CLDN19" "149461"
"ILMN_6732" "GTPBP3" "84705"
"ILMN_6733" "SNX5" "27131"
"ILMN_6736" "SH2D2A" "9047"
"ILMN_6738" "CD2" "914"
"ILMN_674" "WSB1" "26118"
"ILMN_6740" "ITGA11" "22801"
"ILMN_6741" "ACSL5" "51703"
"ILMN_6742" "TNFRSF1A" "7132"
"ILMN_6743" "MAP3K4" "4216"
"ILMN_6745" "NFKBIA" "4792"
"ILMN_6746" "CCL18" "6362"
"ILMN_6747" "HDLBP" "3069"
"ILMN_6748" "GRM3" "2913"
"ILMN_6749" "TCF7" "6932"
"ILMN_675" "NUP62" "23636"
"ILMN_6750" "NPY1R" "4886"
"ILMN_6753" "SAMD14" "201191"
"ILMN_6755" "SEPW1" NA
"ILMN_6757" "MGC18079" NA
"ILMN_6758" "RXRA" "6256"
"ILMN_6759" "ZFPM2" "23414"
"ILMN_676" "VIM" "7431"
"ILMN_6761" "TCEB3" "6924"
"ILMN_6762" "NDUFS5" "4725"
"ILMN_6763" "DGCR2" "9993"
"ILMN_6765" "NTN2L" NA
"ILMN_6767" "ACOXL" "55289"
"ILMN_6768" "CORO1A" "11151"
"ILMN_6769" "C14orf151" NA
"ILMN_677" "ATP1A1" "476"
"ILMN_6770" "OR2B2" "81697"
"ILMN_6771" "GPC2" "221914"
"ILMN_6772" "C6orf72" NA
"ILMN_6773" "AP4S1" "11154"
"ILMN_6776" "AK3" "50808"
"ILMN_6777" "SSX3" "10214"
"ILMN_6778" "PPAT" "5471"
"ILMN_6779" "OSBPL5" "114879"
"ILMN_678" "LCE1C" "353133"
"ILMN_6780" "USP10" "9100"
"ILMN_6782" "C21orf55" NA
"ILMN_6783" "MRPL43" "84545"
"ILMN_6786" "GJA12" NA
"ILMN_679" "SNAP23" "8773"
"ILMN_6790" "LDHD" "197257"
"ILMN_6795" "FLJ10154" NA
"ILMN_6796" "ATXN7L2" "127002"
"ILMN_6798" "C20orf19" NA
"ILMN_6799" "AHRR" "57491"
"ILMN_6801" "GNAS" "2778"
"ILMN_6803" "DLNB14" NA
"ILMN_6808" "FLJ22318" NA
"ILMN_681" "MAP7" "9053"
"ILMN_6810" "KIAA0907" "22889"
"ILMN_6812" "OR5K3" "403277"
"ILMN_6814" "DNASE1L1" "1774"
"ILMN_6815" "LOC91137" NA
"ILMN_6816" "RBMY1D" "378949"
"ILMN_6818" "LOC504188" NA
"ILMN_682" "FLJ38991" NA
"ILMN_6820" "FLJ14054" NA
"ILMN_6822" "ARHGEF10L" "55160"
"ILMN_6823" "RPS9" "6203"
"ILMN_6825" "P2RY14" "9934"
"ILMN_6826" "MPN2" NA
"ILMN_6827" "CRYAB" "1410"
"ILMN_6829" "ID3" "3399"
"ILMN_683" "OPA1" "4976"
"ILMN_6830" "NAALAD2" "10003"
"ILMN_6831" "SRC" "6714"
"ILMN_6832" "RP13-11B7.1" NA
"ILMN_6834" "TM4SF1" "4071"
"ILMN_6835" "LAMA3" "3909"
"ILMN_6836" "SATB1" "6304"
"ILMN_6837" "ZNF185" "7739"
"ILMN_6838" "TICAM1" "148022"
"ILMN_6839" "LRRC7" "57554"
"ILMN_684" "TP53AP1" NA
"ILMN_6840" "C7orf23" NA
"ILMN_6841" "ZNF397" "84307"
"ILMN_6842" "SNX16" "64089"
"ILMN_6843" "DYM" "54808"
"ILMN_6844" "IL28RA" NA
"ILMN_6846" "SIVA" NA
"ILMN_6847" "THRAP1" NA
"ILMN_685" "MAN2C1" "4123"
"ILMN_6853" "IL1F9" NA
"ILMN_6855" "KCNK18" "338567"
"ILMN_6856" "GRK6" "2870"
"ILMN_6857" "NLF2" NA
"ILMN_6858" "PCNA" "5111"
"ILMN_686" "UNG" "7374"
"ILMN_6860" "INCA" NA
"ILMN_6861" "LOR" "4014"
"ILMN_6862" "SLC7A2" "6542"
"ILMN_6863" "PPHLN1" "51535"
"ILMN_6865" "TEAD4" "7004"
"ILMN_6866" "TRIM28" "10155"
"ILMN_6867" "SULT1E1" "6783"
"ILMN_6868" "ARNTL" "406"
"ILMN_6869" "GIMAP8" "155038"
"ILMN_687" "SF3A2" "8175"
"ILMN_6870" "TCEB3C" "162699"
"ILMN_6871" "TMEM84" NA
"ILMN_6872" "TAF5L" "27097"
"ILMN_6873" "ACIN1" "22985"
"ILMN_6875" "TAT" "6898"
"ILMN_6876" "CNTNAP1" "8506"
"ILMN_6878" "ZNF330" "27309"
"ILMN_6879" "RUSC2" "9853"
"ILMN_6882" "MAP6" "4135"
"ILMN_6884" "C7orf27" NA
"ILMN_6885" "ITSN2" "50618"
"ILMN_6886" "KIR2DS3" "3808"
"ILMN_6887" "PRPS1" "5631"
"ILMN_6888" "BAT2" NA
"ILMN_689" "NALP13" NA
"ILMN_6890" "IFITM3" "10410"
"ILMN_6891" "CALCOCO1" "57658"
"ILMN_6892" "CXorf48" NA
"ILMN_6893" "RNF180" "285671"
"ILMN_6894" "C14orf130" NA
"ILMN_690" "RASSF5" "83593"
"ILMN_6900" "FLJ20245" NA
"ILMN_6902" "ZNF619" "285267"
"ILMN_6904" "LDHD" "197257"
"ILMN_6905" "SDK1" "221935"
"ILMN_6906" "KIAA0863" NA
"ILMN_691" "ADCY2" "108"
"ILMN_6911" "MOSC2" NA
"ILMN_6913" "PREB" "10113"
"ILMN_6919" "SPRN" "503542"
"ILMN_692" "HIST1H4E" "8367"
"ILMN_6922" "LOC128439" NA
"ILMN_6923" "DNASE1L1" "1774"
"ILMN_6924" "LOC133308" NA
"ILMN_6925" "FAM19A3" "284467"
"ILMN_6926" "HDHD1A" NA
"ILMN_6927" "C20orf70" NA
"ILMN_6928" "SPAG17" "200162"
"ILMN_6929" "ZNF670" "93474"
"ILMN_693" "C16orf7" NA
"ILMN_6930" "NMUR2" "56923"
"ILMN_6931" "ARMCX6" "54470"
"ILMN_6933" "OR8K3" "219473"
"ILMN_6934" "EXOSC5" "56915"
"ILMN_6935" "RHOT1" "55288"
"ILMN_6936" "C6orf120" "387263"
"ILMN_6937" "GNS" "2799"
"ILMN_6938" "ABCF1" "23"
"ILMN_6939" "TUSC2" "11334"
"ILMN_694" "DGCR14" "8220"
"ILMN_6940" "SLC22A2" "6582"
"ILMN_6941" "CDC14B" "8555"
"ILMN_6942" "MBL2" "4153"
"ILMN_6944" "UNG2" NA
"ILMN_6945" "CYBA" "1535"
"ILMN_6946" "CCL26" "10344"
"ILMN_6947" "SFTPB" "6439"
"ILMN_6948" "RARA" "5914"
"ILMN_6949" "FASLG" "356"
"ILMN_6950" "SGNE1" NA
"ILMN_6951" "SELL" "6402"
"ILMN_6952" "CENTB1" NA
"ILMN_6953" "ANXA11" "311"
"ILMN_6955" "DBX1" "120237"
"ILMN_6956" "SLC4A2" "6522"
"ILMN_6957" "PIP5K2A" NA
"ILMN_6958" "CD180" "4064"
"ILMN_6959" "SRP54" "6729"
"ILMN_696" "CNTN5" "53942"
"ILMN_6961" "FIP1L1" "81608"
"ILMN_6962" "CLPS" "1208"
"ILMN_6965" "MMS19L" NA
"ILMN_6966" "CYSLTR1" "10800"
"ILMN_6967" "AGPAT2" "10555"
"ILMN_6968" "TRIM29" "23650"
"ILMN_6969" "MAML1" "9794"
"ILMN_697" "ADAMTSL2" "9719"
"ILMN_6970" "MYL4" "4635"
"ILMN_6971" "LCP2" "3937"
"ILMN_6973" "ABCG1" "9619"
"ILMN_6975" "PIWIL1" "9271"
"ILMN_6977" "USH2A" "7399"
"ILMN_6979" "CHKA" "1119"
"ILMN_698" "CNOT10" "25904"
"ILMN_6982" "HTR3A" "3359"
"ILMN_6984" "C17orf49" "124944"
"ILMN_6985" "SLCO1B3" "28234"
"ILMN_6987" "SEP15" NA
"ILMN_6988" "GRB10" "2887"
"ILMN_6989" "FUSIP1" NA
"ILMN_699" "C20orf43" NA
"ILMN_6990" "STK33" "65975"
"ILMN_6991" "MANEA" "79694"
"ILMN_6992" "BBC3" "27113"
"ILMN_6993" "DFFA" "1676"
"ILMN_6994" "OCM" "654231"
"ILMN_6995" "BTN2A1" "11120"
"ILMN_6996" "LOC161247" NA
"ILMN_6997" "GTPBP5" NA
"ILMN_6998" "NDUFA9" "4704"
"ILMN_7000" "CDH26" "60437"
"ILMN_7001" "SH3TC1" "54436"
"ILMN_7002" "C13orf12" NA
"ILMN_7003" "TMEM106C" "79022"
"ILMN_7005" "MRPS7" "51081"
"ILMN_7006" "NAPB" "63908"
"ILMN_7007" "UAP1" "6675"
"ILMN_7008" "ZNF431" "170959"
"ILMN_701" "RALGPS2" "55103"
"ILMN_7016" "FAM70A" NA
"ILMN_7023" "CAGE1" "285782"
"ILMN_7024" "WDSOF1" NA
"ILMN_7028" "DHX38" "9785"
"ILMN_7029" "R3HDML" "140902"
"ILMN_7032" "FLJ46380" NA
"ILMN_7033" "FLJ13912" NA
"ILMN_7036" "FLJ45684" NA
"ILMN_7037" "C9orf128" NA
"ILMN_704" "MGC21644" NA
"ILMN_7040" "TLOC1" NA
"ILMN_7042" "AEBP1" "165"
"ILMN_7043" "PLA2R1" "22925"
"ILMN_7045" "USP1" "7398"
"ILMN_7047" "GPR152" "390212"
"ILMN_7048" "IQCH" "64799"
"ILMN_705" "RUNDC2A" NA
"ILMN_7050" "OR8S1" "341568"
"ILMN_7051" "RHOT1" "55288"
"ILMN_7052" "TSPAN1" "10103"
"ILMN_7053" "FLJ39743" NA
"ILMN_7054" "OAS2" "4939"
"ILMN_7055" "NPAS3" "64067"
"ILMN_7056" "ATG9B" "285973"
"ILMN_7057" "BAIAP3" "8938"
"ILMN_7058" "OR8J3" "81168"
"ILMN_7059" "NCAM1" "4684"
"ILMN_706" "PCDHA2" "56146"
"ILMN_7060" "KRTAP6-1" "337966"
"ILMN_7061" "SERTAD1" "29950"
"ILMN_7062" "MFSD5" "84975"
"ILMN_7063" "EN2" "2020"
"ILMN_7066" "FLJ23514" NA
"ILMN_7067" "INHBE" "83729"
"ILMN_7068" "ATP8A1" "10396"
"ILMN_7069" "IGFL2" "147920"
"ILMN_707" "CNTNAP4" "85445"
"ILMN_7070" "MORC3" "23515"
"ILMN_7071" "GPBP1" "65056"
"ILMN_7073" "MASTL" "84930"
"ILMN_7077" "F9" "2158"
"ILMN_7079" "RIPK3" "11035"
"ILMN_708" "ZNF297" NA
"ILMN_7080" "NOG" "9241"
"ILMN_7081" "SLC20A1" "6574"
"ILMN_7082" "SLC5A8" "160728"
"ILMN_7083" "MTSS1" "9788"
"ILMN_7085" "WWP2" "11060"
"ILMN_7086" "SLC3A2" "6520"
"ILMN_7087" "ARL5B" "221079"
"ILMN_7088" "CBX2" "84733"
"ILMN_7089" "SERPINI1" "5274"
"ILMN_709" "C20orf12" NA
"ILMN_7090" "RGS5" "8490"
"ILMN_7091" "DSG1" "1828"
"ILMN_7092" "EXO1" "9156"
"ILMN_7093" "CCR2" "729230"
"ILMN_7095" "HADH2" NA
"ILMN_7096" "VSX1" "30813"
"ILMN_7097" "FANCA" "2175"
"ILMN_7098" "WISP2" "8839"
"ILMN_7099" "TOP2B" "7155"
"ILMN_710" "C14orf48" NA
"ILMN_7100" "GGT1" "2678"
"ILMN_7101" "SAR1B" "51128"
"ILMN_7102" "PTMA" "5757"
"ILMN_7105" "ESRRG" "2104"
"ILMN_7106" "NIPSNAP1" "8508"
"ILMN_7107" "OPN1SW" "611"
"ILMN_7109" "OMP" "4975"
"ILMN_711" "CYP2U1" "113612"
"ILMN_7110" "RABGAP1" "23637"
"ILMN_7111" "C9orf36" NA
"ILMN_7113" "THEDC1" NA
"ILMN_7114" "RBM10" "8241"
"ILMN_7115" "UBE2E1" "7324"
"ILMN_7116" "DKFZp686I1569" NA
"ILMN_7118" "N4BP2" "55728"
"ILMN_7119" "RSPO1" "284654"
"ILMN_712" "P4HA3" "283208"
"ILMN_713" "PHKG1" "5260"
"ILMN_7137" "FAM84B" "157638"
"ILMN_7139" "RAB1A" "5861"
"ILMN_714" "FBXW5" "54461"
"ILMN_7140" "NCR2" "9436"
"ILMN_7144" "CDC42EP4" "23580"
"ILMN_7147" "ECM2" "1842"
"ILMN_7148" "ZNF580" "51157"
"ILMN_715" "ZNF614" "80110"
"ILMN_7150" "CALML5" "51806"
"ILMN_7151" "OR5T2" "219464"
"ILMN_7152" "AKR7A2" "8574"
"ILMN_7153" "TNPO3" "23534"
"ILMN_7154" "IQCH" "64799"
"ILMN_7155" "FLJ22104" NA
"ILMN_7158" "THRAP6" NA
"ILMN_7159" "NANOS2" "339345"
"ILMN_716" "ZDHHC16" "84287"
"ILMN_7160" "ADAMTSL1" "92949"
"ILMN_7161" "BRD3" "8019"
"ILMN_7162" "NGFRAP1" NA
"ILMN_7163" "SFXN2" "118980"
"ILMN_7164" "KRTAP6-2" "337967"
"ILMN_7165" "NODAL" "4838"
"ILMN_7166" "INHBB" "3625"
"ILMN_7167" "PRPF40B" "25766"
"ILMN_7169" "MDM2" "4193"
"ILMN_717" "PTK9L" NA
"ILMN_7170" "EFHC2" "80258"
"ILMN_7171" "GlyBP" NA
"ILMN_7172" "MTFR1" "9650"
"ILMN_7174" "GMEB2" "26205"
"ILMN_7176" "SLC39A14" "23516"
"ILMN_7177" "HGD" "3081"
"ILMN_7178" "ARTN" "9048"
"ILMN_7179" "UNC5C" "8633"
